"x","y","depth","PixelID"
-122.375,37.165,10.1105194091797,1
-122.355,37.125,12.5989503860474,2
-122.355,37.115,12.4674272537231,3
-122.345,37.115,10.9559440612793,4
-122.325,37.115,4.0340838432312,5
-122.315,37.115,8.05060195922852,6
-122.305,37.115,8.11202239990234,7
-122.335,37.105,9.24841785430908,8
-122.325,37.105,8.19936466217041,9
-122.315,37.105,11.52272605896,10
-122.305,37.105,9.66761207580566,11
-122.295,37.105,9.44362163543701,12
-122.325,37.095,12.3275709152222,13
-122.295,37.095,9.93591594696045,14
-122.285,37.095,9.58079719543457,15
-122.275,37.085,1,16
-122.265,37.065,14.2138938903809,17
-122.255,37.055,11.9499216079712,18
-122.245,37.045,11.2350482940674,19
-122.235,37.045,8.79437732696533,20
-122.235,37.035,11.4143533706665,21
-122.225,37.025,1.30322062969208,22
-122.215,37.025,2.85726928710938,23
-122.205,37.015,6.11976051330566,24
-122.205,37.005,8.78312301635742,25
-122.175,36.985,10.4282426834106,26
-122.165,36.985,9.0546350479126,27
-122.155,36.985,10.8820638656616,28
-122.155,36.975,8.55257129669189,29
-122.145,36.975,7.51216316223145,30
-122.135,36.975,5.51445198059082,31
-121.955,36.975,2.33807039260864,32
-121.945,36.975,4.03512620925903,33
-122.145,36.965,9.66588592529297,34
-122.135,36.965,8.66378116607666,35
-122.125,36.965,6.78865814208984,36
-122.115,36.965,5.80996322631836,37
-122.015,36.965,4.29012870788574,38
-122.005,36.965,4.96372556686401,39
-121.965,36.965,2.70866799354553,40
-121.955,36.965,5.16878700256348,41
-121.945,36.965,6.10365581512451,42
-122.125,36.955,10.6641817092896,43
-122.115,36.955,9.11949825286865,44
-122.105,36.955,8.68906497955322,45
-122.095,36.955,7.84608507156372,46
-122.085,36.955,6.002037525177,47
-122.045,36.955,3.40024161338806,48
-122.035,36.955,4.48536157608032,49
-122.025,36.955,4.83120203018188,50
-122.005,36.955,8.38060665130615,51
-121.995,36.955,7.27203416824341,52
-121.985,36.955,5.595543384552,53
-121.975,36.955,5.51759099960327,54
-121.965,36.955,6.55280542373657,55
-121.955,36.955,7.20363426208496,56
-122.095,36.945,10.6026105880737,57
-122.085,36.945,9.47452163696289,58
-122.075,36.945,7.10963106155396,59
-122.065,36.945,6.81630802154541,60
-122.055,36.945,6.76354503631592,61
-122.045,36.945,5.17734336853027,62
-122.035,36.945,7.7821192741394,63
-122.025,36.945,7.56814098358154,64
-121.975,36.945,9.89105129241943,65
-121.945,36.645,16.1787605285645,66
-121.935,36.645,13.7972946166992,67
-121.925,36.645,15.1225957870483,68
-121.945,36.635,14.0914993286133,69
-121.935,36.635,6.76534652709961,70
-121.925,36.635,9.20399379730225,71
-121.915,36.635,11.3710708618164,72
-121.955,36.625,15.2141418457031,73
-121.945,36.625,9.70200061798096,74
-121.935,36.625,3.54968857765198,75
-121.925,36.625,3.71863627433777,76
-121.915,36.625,9.84138202667236,77
-121.905,36.625,9.98366546630859,78
-121.895,36.625,12.979024887085,79
-121.965,36.615,14.4844751358032,80
-121.955,36.615,10.3766555786133,81
-121.945,36.615,8.30513858795166,82
-121.905,36.615,6.16068267822266,83
-121.895,36.615,8.3087043762207,84
-121.875,36.615,13.6679792404175,85
-121.865,36.615,13.5054149627686,86
-121.975,36.605,20.1229839324951,87
-121.965,36.605,15.6199235916138,88
-121.885,36.605,11.1102685928345,89
-121.875,36.605,11.1380023956299,90
-121.975,36.595,19.0574283599854,91
-121.965,36.595,13.4661483764648,92
-121.985,36.585,17.6418647766113,93
-121.975,36.585,12.1258707046509,94
-121.965,36.585,8.72924327850342,95
-121.985,36.575,20.2668380737305,96
-121.975,36.575,15.4705410003662,97
-121.975,36.565,21.3080711364746,98
-121.965,36.565,17.2693538665771,99
-121.955,36.565,15.1511964797974,100
-121.945,36.565,7.9647912979126,101
-121.935,36.565,6.09077882766724,102
-121.975,36.555,25.6441421508789,103
-121.965,36.555,21.2751865386963,104
-121.955,36.555,18.7643699645996,105
-121.945,36.555,16.6092777252197,106
-121.935,36.555,11.0438804626465,107
-121.945,36.545,20.5617408752441,108
-121.935,36.545,13.9300765991211,109
-121.935,36.535,15.4199085235596,110
-121.925,36.535,8.93826389312744,111
-121.955,36.525,19.2729682922363,112
-121.945,36.525,22.0469856262207,113
-121.935,36.525,20.2818088531494,114
-121.925,36.525,13.7644701004028,115
-121.965,36.515,21.7901706695557,116
-121.955,36.515,18.0096111297607,117
-121.945,36.515,16.5639629364014,118
-121.945,36.505,18.7903537750244,119
-121.945,36.495,17.6470565795898,120
-121.955,36.485,19.0939502716064,121
-121.945,36.485,18.6984806060791,122
-121.945,36.475,18.4433040618896,123
-121.935,36.475,15.3909635543823,124
-121.945,36.465,22.859167098999,125
-121.935,36.465,19.6656703948975,126
-121.925,36.465,8.9665060043335,127
-121.935,36.455,18.7644920349121,128
-121.925,36.455,12.0444364547729,129
-121.935,36.445,17.710620880127,130
-121.925,36.445,19.6444320678711,131
-121.935,36.435,23.0290660858154,132
-121.925,36.435,18.0160293579102,133
-121.935,36.425,27.4745998382568,134
-121.925,36.425,21.3315334320068,135
-121.915,36.425,8.26005458831787,136
-121.925,36.415,19.6652584075928,137
-121.915,36.415,19.5018577575684,138
-121.915,36.405,21.1385612487793,139
-121.915,36.395,25.3310146331787,140
-121.905,36.395,14.4394435882568,141
-121.915,36.385,25.3753280639648,142
-121.905,36.385,13.7735662460327,143
-121.915,36.375,19.6256065368652,144
-121.905,36.375,17.4838848114014,145
-121.915,36.365,19.1322116851807,146
-121.905,36.365,10.7810506820679,147
-121.905,36.355,17.3577785491943,148
-121.905,36.345,20.6839618682861,149
